ID,Review,Hotel_name,Hotel_Address,sentiment,area,risk_type,Traveller_Suitability,Improvement_Area,Aspect,Source
1997,The hotel offers excellent value for money with a convenient location.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Location & Accessibility,agoda
1998,"The property's location and staff were decent, but cleanliness fell short. Bathroom and amenities were lacking， affecting the housekeeping quality. However, walkability and transport option were convenient.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Location & Accessibility,agoda
1999,The room is smelly and after feedback to the receptionist he just pass me the perfume spray and not even say anything. The toilet shower head from top is not functioning as well.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Room & Comfort,agoda
2000,staffs are super friendly!,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2001,"Location good, surrounding have food shop/stall and mini mart. Especially have dim sum shop next to the hotel.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Food & Breakfast,Overall Stay Experience,agoda
2002,good service and comfortable room,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Room & Comfort,agoda
2003,comfortable and money worthy,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Room & Comfort,agoda
2004,I having a bad night very noisy.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Noise/Comfort Risk,Business Travellers,Room Comfort & Noise Control,Overall Stay Experience,agoda
2005,"Worth to stay, friendly staff, clean, nearby many restaurants",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2006,Nearby to Stadium Bukit Jalil,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
2007,Room condition & cleanliness doesn't really worth the price charged. Room is old & rundown. Cleanliness is such a disappointment. Room hanger bar is spoiled making no place to hang your clothes. Toilet cleanliness should improve especially hand wash basin area. Customer service is just average. I would not recommend to stay here. Parking is hard to find during daytime. Traffic fine will be given if you park at the roadside. The only pros is the location. Nearby many restaurant & hawker center.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Service/Staff Risk,Budget Travellers,Staff Service,Room & Comfort,agoda
2008,Spacious parking but room abit small,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Leisure Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2009,"There’s no lift in this hotel, so you will have to climb a flight of stairs with your heavy luggage. The pillow does have foul smell that I can’t tolerate..",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Room & Comfort,agoda
2010,"If prefer local food and variety food, and happening abit will be De Luna Hotel. (but corridor will hv food smell), but room don't hv the smell. But, no one actual table for work , if you are business trip.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Food & Breakfast,agoda
2011,"Room is dirty, especially toilet. I cant even go in bare footed. The room is very small, no windows, overall is not good experience 👎",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Cleanliness/Hygiene Risk,Leisure Travellers,Cleanliness,Room & Comfort,agoda
2012,"Stayed for a night because it's nearby to Axiata Arena. Bedroom is worth its price. Spacious, toiletries provided, air con is cool. Staffs are very helpful, esp Mr haikal. Cons: Stayed in the second floor and water pressure is very low hence only little water coming from the tap for showering/ washing.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Price & Value,agoda
2013,The staffs are so friendly and the location is so convenient. There are various options for restaurants at the hotel area. The room is value for money. It’s is better than our expectation🤣,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2014,"The mattress was aged ago, u can’t feel the foam, only spring coil…. And there is no lift, try to imagine if u have a lot of luggages and u have climb up to 3rd floor. And the advertising on Agoda was mentioned airport transfer, but nothing!",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Booking/Payment Risk,Business Travellers,"Check-in, Booking & Payment Process",Booking & Payment,agoda
2015,Stay here 1 night for Lany's concert. Comfortable and everything is ok. But i can hear people from next room talk but it's not too loud.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Room & Comfort,agoda
2016,The room is small and it is hard to fit two pieces of luggage. The bed is not very clean but it is still an option if you only sleep for a few hours.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Noise/Comfort Risk,Leisure Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2017,"The hotel is not worth the price. The room is too small and there are no tables or chairs. The room I booked had a window, but they said the room was not ready yet, so they changed to a room without a window. Personally, I thought the price was a little expensive.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Value/Pricing Risk,Budget Travellers,Price & Value,Room & Comfort,agoda
2018,check in here for Bukit jalia concert . walking distance about 20-25 minute . parking is a problem here before 7pm .,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Booking/Payment Risk,Business Travellers,"Check-in, Booking & Payment Process",Staff & Service,agoda
2019,I had stay for 3 nights here The hotel is near to many restaurants which we can easy to find the food Room is good just a little bit small. Refrigerator and hair dryer is provided . But the refrigerator in our room is out of services.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Leisure Travellers,No Major Improvement Needed,Room & Comfort,agoda
2020,strategic location food stalk within walking distance,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Food & Breakfast,Location & Accessibility,agoda
2021,Parking too crowded,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Location & Accessibility,agoda
2022,"This hotel located next to my fave restaurant, this hotel is okay, nice place to stay",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Food & Breakfast,Overall Stay Experience,agoda
2023,Better than other hotels nearby.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
2024,very comfortable and near to the shops,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2025,So far so good,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
2026,"When we turn on the ventilation fan in the bathroom, an unpleasant odor spreads. The cleanliness of the grout between bathroom tiles and various corners of the room needs improvement. The mattress in Room 105 has issues. We've complained to the hotel reception twice and hope it can be resolved promptly. This time we switched to Room 118. The room is more spacious, the bedding is clean, and the overall environment is much better than Room 105.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Room & Comfort,agoda
2027,"The location of the hotel is at the heart of Sri Petaling with lots of food around the hotel. Parking is by roadside. There is no lift available in the hotel. I was made to know that if I need ground floor hotel room, you need to call in and request for it after booking. Room was very small. Just a double bed and some space to walk around the bed. Tv available but no tv channel to watch. Bathroom was small, shower head not functioning well, and you need to hold the shower head to shower. Or else, it will be aiming at the wall. Need to share iron board on the corridor if you need to iron your clothes.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Booking/Payment Risk,Leisure Travellers,"Check-in, Booking & Payment Process",Room & Comfort,agoda
2028,"Stayed for 2 nights for concert. Great hotel and staffs are very friendly. Strategic location, easily accessible for grab and near the lrt station and axiata arena",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2029,"The service at the hotel was exceptional. The staff always ready to assist with any request. Excell quality,service and facility.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2030,From the check in to the stay and check out.. everything is excellent.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2031,No mirror other than only one in bathroom. No lift access.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2032,"Many restaurants around, walking distant to bukit jalil, room itself very comfortable.. in general it is worth the price",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Room & Comfort,agoda
2033,"Stayed here to go for a concert in Axiata, took us less than 10 mins to reach the concert",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
2034,Love this hotel because near with prayer mosque but hopefully hotel management will review it price,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2035,"Is my 2nd time staying, great location and staffs very friendly & helpfull.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2036,Neat and clean. Location is near to central but not walkable. Overall good experience.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2037,"Dirty bathroom. Door lock seems sus. Like its not secure. No elevator, i had to carry my suitcase up the stairs. Reception was not friendly at all. Barely talk, just pass me the key and didn't even tell me where to go. Bad service and bad facility. Periodt.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Staff & Service,agoda
2038,Just a basic hotel. Nothing much to comment,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
2039,It's a nice budget friendly hotel. Clean and tidy. Recommended,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2040,Room was leaking and the cleanliness was too bad. We get the refund and cancel our stay for 2 nights booking.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Booking/Payment Risk,Business Travellers,"Check-in, Booking & Payment Process",Booking & Payment,agoda
2041,Cheap prize with good location and accessibility to city center,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Budget Travellers,Overall Experience,Location & Accessibility,agoda
2042,Bad facilities in the room,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,General Service Quality Risk,Business Travellers,Overall Service Quality,Room & Comfort,agoda
2043,Superb. Highly recommended,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2044,"The locations was great , and the staff were excellent, providing top notch service. However, the cleanliness and facilities fell short of expectations. Some areas could benefit from more though cleaning and the facilities were lacking in certain aspects.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2045,"Stayed only a night but the room was great, albeit a little cozy but not something I would complain about. Very close to restaurants and 99. The only issue would be parking unless you wouldn't mind walking a distance. I think I made 5 rounds before being able to secure a parking spot, a row behind the hotel. The staffs were friendly. My room's heater didn't work well so I had a semi cold shower, that could be improved of. Apart from that, everything was good. I even overslept so you know the bed is comfy.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Maintenance/Facility Risk,Business Travellers,Room & Facility Maintenance,Room & Comfort,agoda
2046,The walls are a little dirty and the room has no windows (no windows are a bit oppressive),De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Room & Comfort,agoda
2047,"It is a nice place with an eatery place next door. The only issue for elderly people, is no lift.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Facilities & Amenities,agoda
2048,"Reasonable price, good location near a lot of restaurant, convenient store, near by stadium bukit jalil, toilets and rooms is clean, but the bed is too soft for me, will stay again next time.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2049,Good value dor money & nearest Masjid. But room to small,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Leisure Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2050,"Strategic location, many store nearby eg. food, massage, clinic and dobi. Nice staff and room👍🏻👍🏻 Quite noisy in the morning, can heard the sound of car/van engine. Overall good hotel, can try👍🏻",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Noise/Comfort Risk,Business Travellers,Room Comfort & Noise Control,Overall Stay Experience,agoda
2051,"Walls are quite thin and construction going on after 11pm wasn’t the best experience. Staff were friendly and nice though, lots of stores and restaurants nearby and easily accessible for cabs to pick and drop off.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Leisure Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2052,"Overall is quite satisfying, toilet facilities not very good condition but overall still okay",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,General Service Quality Risk,Business Travellers,Overall Service Quality,Overall Stay Experience,agoda
2053,"Many restaurant with walking distance, car park available with pay in apps. Room is not big but clean.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Food & Breakfast,Room & Comfort,agoda
2054,"The location is good, near Axiata Arena Bukit Jalil. There are coffee shops and restaurants nearby, got coffee shops open until midnight. There is also laundry nearby. Mineral water is provided, and there is a water dispenser outside the room. The room was clean and had a refrigerator and a hairdryer. No elevator. The staffs were friendly.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Leisure Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2055,Suitable location to LRT Bukit Jalil or Sri Petaling. Accessible to convenient shop and restaurants,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2056,"Premium Room with window facing main road can have extra day light during the day time. But few air-cond compressor causing some noises during the night. Could be it's with window and smokers take the advance to smoke with window opened, although there is notice sign of ""Non-Smoking"". No room service during my 3 nights stay, guess it's by request only.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Noise/Comfort Risk,Business Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2057,This hotel is near many restaurants Easy to get to Stadium Bukit Jalil using Grab. Hotel staffs are friendly Room is clean and sufficient for our needs I will book this hotel again.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2058,"friendly staff, easy to deal with, comfortable and clean place",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2059,"Happy of staying in this hotel, clean and convenience car parking. If the hotel provide lift, it will be more perfect.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2060,"I stayed 1 night, the room was very clean. Clean sheets and Bathroom.as well. Godo for short stay.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Room & Comfort,agoda
2061,We are very surprised that executive double room is so super small. I think we can book better room in other hotel with same price. Cleanliness also so so .,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Budget Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2062,"Overall pleasant stay. Large bathroom which we loved, though the room is a bit small, it is quite clean and priced reasonably. Highly recommended.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Room & Comfort,agoda
2063,All about this hotel was superb! Nice and great staff. Thank you will come again.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2064,hotel with netfilx and comfortable to stay,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
2065,A good value for money spent if you wish to spend your time around Sri Petaling & Bukit Jalil area,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Price & Value,agoda
2066,There was a cockroach on the bed when i stepped in the room after check in. Disgusting experience.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Room & Comfort,agoda
2067,Cozy and comfortable. Worth the money.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Price & Value,agoda
2068,"The area have a lot of eateries which makes it convenient for finding food without relying on any transportation. It's also not very loud so we had a good rest as well. Staffs were very friendly and helpful. Keep in mind that there are no elevators, only stairs and parking I'll be harder to find during lunch hours. Other than that, it's a good stay for a short trip!",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2069,"Pros: Very convenient location. Nice staff. Cleanliness not bad. Cons: very old facilities, wall paint faded, toilet clean but many place stained. TV totally cannot watch any channels.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Location & Accessibility,agoda
2070,"5 stars for staff. Cleanliness bad. The floor dusty. Bed linen comforter dirty (yellow stain). I am too lazy to change because we stay for overnight only. No water heater provided, u need to get from outside room. Lamp problem. already call technician but still got problem after fix it. Toilet just so so. not very clean. Parking is big no. So hard to find parking. Repeat? no.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Cleanliness,agoda
2071,There is a lot of eating places nearby.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
2072,"Average hotel, no fridge and if you need hot water you have to go outside on your floor and get it from the vending machine. (free)",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Facilities & Amenities,agoda
2073,"bathroom door repair, besin change new,water hitter not enough hot, room not enough silent",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2074,"Near to stadium bukit jalil with walking distance about 20-30min. Suitable if you are going to concert. However, the room doesn't window and is quite small. The room wifi is weak so I have to use my own data.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Leisure Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2075,got local kopitiam nearby. public parking is hard on daytime and dinner time. clean budget hotel.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Budget Travellers,Overall Experience,Location & Accessibility,agoda
2076,Would recommend for a short stay.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2077,"Recommended. Hotel vibe is great. Clean and neat. However, i would suggest you bring your own iron if needed (the one they provide was not in good condition, might burn your clothes). Others are perfect.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2078,BEST FACILITIES AND ROOM DESIGN AND CLEANLINESS FOR THIS LEVEL OF ACCOM EVER LEGENDARY SHOWER,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Facilities & Amenities,agoda
2079,"At the moment only water heater not functional, the rest quite well",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Maintenance/Facility Risk,Business Travellers,Room & Facility Maintenance,Overall Stay Experience,agoda
2080,Only the toilet need more cleaning. Bad smell,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Room & Comfort,agoda
2081,Great for any business travel if you need a place to stay. Room is quiet and clean.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Room & Comfort,agoda
2082,simple hotel to stay and rest your mind,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
2083,The staff very helpful when i have to checkin on midnight,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2084,Nice spot. Cool location. Helpful staff. Hot showers and nice bed.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2085,If you're looking for a cheap & a nearby place to stay if you're in Sri Petaling....this is your place....IF all you need is a place to sleep.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Budget Travellers,Overall Experience,Price & Value,agoda
