No.,Sentence,Sentiment,Source,Location,Confidence,Positive Score,Negative Score,Reason / Notes,Aspect(s),Risk Type(s),Traveller Suitability,Hotel Improvement Insight
333,Key card only provide 1 set towel are smelly even after change bedsheet make it skin itchy No Parking Provided,Negative,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,0,9.45,"Negative indicators: smelly, no parking",Cleanliness; Parking,Cleanliness Risk; Parking Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve parking information or parking availability"
334,"No parking available for the unit. Either u need to pay rm 30/40 per day to park inside or u need to walk some distance to park outside of the condo. Not really convenient especially during raining season. Towel abit smelly, Netflix cant be watched. The rest are ok",Negative,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Medium,3.5,7,"Negative indicators: smelly, no parking; positive point(s): convenient, ok",Cleanliness; Parking,Cleanliness Risk; Parking Risk,Suitable for convenience-focused travellers; Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve parking information or parking availability"
335,"Premium studio is very small. No facilities. Only bed,kitchen cabinet no washig machine no other room facilities. Not recomended. Little bit complicated for check in process. No one their for help. Its big tower. Only the window view is ok. Nothing else.",Negative,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Medium,0.68,3,Negative indicators: very small; positive point(s): ok,Service; Comfort/Noise,Service Risk,General traveller suitability,Improve front desk/staff service training
336,Nice room but bad sewerage system. Bad smell coming from the toilet & kitchen sink. Other than that its a great place to stay,Negative,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,2,12.15,"Negative indicators: bad smell, bad; positive point(s): nice",Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
337,We booked a two-bedroom with two bathroom but we are given a one bathroom only. We highlight to the staff but they are reluctant to assist eventhough we inform they got a wrong details. Not recommended at all!!,Negative,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Medium,5.4,9.45,Negative indicators: not recommended; positive point(s): recommended,Service,No major risk detected,General traveller suitability,No major improvement issue detected
338,"A bit disappointed because I booked a room with a different picture, I got a room that wasn't the same as the one in the picture.",Negative,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Medium,0,4,Negative indicators: disappointed,General,No major risk detected,General traveller suitability,No major improvement issue detected
339,Plug point need to repair.,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,0,3,Negative indicators: need to repair,General,No major risk detected,General traveller suitability,No major improvement issue detected
340,"Very poor quality Very dirty Very smelly Poor aircon , blowing hot air Changed room then toilet found broken could not flash. Changed 3 rooms still poor aircon. Even not fit for dogs to stay",Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,0,21,"Negative indicators: smelly, broken, dirty",Cleanliness; Facilities,Cleanliness Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
341,TV DI BILIK SAYA LANGSUNG TAK BERFUNGSI. DICADANGKAN BILIK DIPASTIKAN BERFUNGSI TV NYA,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,0,4,Negative indicators: tak berfungsi,Facilities,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
342,The hotel is not clean .The bathroom doors dont have locks.Beds very hard and dirty.,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,3,11,"Negative indicators: not clean, dirty; positive point(s): clean",Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
343,TV DI BILIK SAYA LANGSUNG TAK BERFUNGSI. DICADANGKAN BILIK DIPASTIKAN BERFUNGSI TV NYA,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,0,4,Negative indicators: tak berfungsi,Facilities,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
344,Please fix aircond conditioning,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,0,3,Negative indicators: please fix,General,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
345,Cant sleep...breakfast below average,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,0,7,"Negative indicators: below average, cant sleep",Breakfast/Food,Noise Risk; Breakfast/Food Risk,Not suitable for light sleepers,"Improve soundproofing / noise control; Improve breakfast menu, quality or service"
346,"HOTELS ALLOCATE WORSET ROOM FIRST, IF KEEP SILENT U HAVE ADJUST AND STAY. WORSE SMELL,WATER LEAK IN AC,NOT CLEAN AT ALL,DIRT IN THE PILLOWS,BROKEN BED FRAME.ALL SHOUDL REPORT COMPLAIN STILL SAY NO OTHER ROOMS THEN WE NEED TO ESCALATE CASES TO MANGER TO CHNAGE ROOM. WE BOOK TWO ROOMS BOTH HAPPEN SAME, AFTER CHANGE ROOM ITS FINE. DONT BOOK EXPRESS ROOM HOTEL WILL CHAET U ALL AS THIS IS U BOOK. BETTER BOOK UPGRADED ROOMS FOR BETTER EXPERIENCE.",Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,4,11,"Negative indicators: not clean, broken; positive point(s): clean, fine",Cleanliness; Facilities; Comfort/Noise,Cleanliness Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
347,Ok but need to upgrade a lot. Very poor maintenance?! Lead to bad condition.,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,0.5,12.83,"Negative indicators: poor maintenance, poor, bad; positive point(s): ok",Facilities,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
348,"Very disappointing stay. The hotel is poorly maintained and urgently needs renovation. The bathroom door would not close properly, the window could not be opened, and no water bottles were provided. The carpet was dirty, and the breakfast selection was extremely limited. Overall, the property feels neglected and does not meet basic hospitality standards.",Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,0,4,Negative indicators: dirty,Location; Cleanliness; Breakfast/Food,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
349,"We stayed for two nights we also suffer for two nights. Aircon is very bad we are sleeping that our whole body sweats. Informed information but still can not do anything, it’s a bad experience since weather is really hot . No more Hotel Sentral KL",Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,0,17.62,"Negative indicators: very bad, bad, bad experience",Facilities,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
350,"Very disappointing stay. The hotel is poorly maintained and urgently needs renovation. The bathroom door would not close properly, the window could not be opened, and no water bottles were provided. The carpet was dirty, and the breakfast selection was extremely limited. Overall, the property feels neglected and does not meet basic hospitality standards.",Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,0,4,Negative indicators: dirty,Location; Cleanliness; Breakfast/Food,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
351,Overall good. But aircon not working properly. In side the rooms very hot,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,2,5.4,Negative indicators: not working; positive point(s): good,Facilities,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
352,The room having too much of cigarette smell.,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,0,3,Negative indicators: cigarette smell,Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
353,Aircond tak berfungsi. Bilik tidak di bersihkan walaupun beberapa kali minta bagitahu cleaner.,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,0,4,Negative indicators: tak berfungsi,General,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
354,Requested for room change. They changed it and still no air cond. It's was hot. Couldn't sleep for 2 days.,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,0,4,Negative indicators: couldn't sleep,General,Noise Risk,Not suitable for light sleepers,Improve soundproofing / noise control
355,Poor service,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,0,3,Negative indicators: poor,Service,Service Risk,General traveller suitability,Improve front desk/staff service training
356,Overall these hotel are good je ..cuma ada seorang di bhgian receptionist (women) yg obese tu sombong ..not friendly,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,4,6,"Negative indicators: not friendly; positive point(s): friendly, good",Service,No major risk detected,General traveller suitability,No major improvement issue detected
357,"Very run down, filthy carpets, stained walls, cockroaches running around the room.",Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,0,9,"Negative indicators: stained, filthy",Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
358,"Wouldn't book this express room again, bad experience as no kettle in the room and hot water outside the room is out of service. Very bad experience as no hot water. But the cleanliness is good and staff is very friendly.",Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,5.4,20,"Negative indicators: bad experience, very bad, bad; positive point(s): friendly, good",Cleanliness; Service,Cleanliness Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve front desk/staff service training"
359,"This is a very worst hotel, Aircon not worked in any room allotted to me. Please remove this hotel from Agoda",Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,0,5,Negative indicators: worst,Facilities,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
360,Very small rooms without windows. Felt like jail room,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",Medium,0,3,Negative indicators: very small,General,No major risk detected,General traveller suitability,No major improvement issue detected
361,Have been using this hotel for my monthly trip for last 5 years. But standard is dropping. Lift is aged and dirty. Lift lobby carpet badly stain and faded. Dust Bins at lobby rusty and stained with saliva and mucus for weeks. Mini fridge not cold. I might not stay there anymore,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,0.27,18.9,"Negative indicators: not cold, stained, dirty; positive point(s): standard",Cleanliness; Facilities; Accessibility,Cleanliness Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
362,The towel smells bad The bed not clean and itchy The pillow cover not change The AC need service because not cold at all,Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,3,12.5,"Negative indicators: not clean, not cold, bad; positive point(s): clean",Cleanliness; Service; Comfort/Noise,Cleanliness Risk; Facility/Maintenance Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance; Improve front desk/staff service training"
363,"Stayed 5 nights the hotel is old and smell like old wet carpet Aircond is trrrible not cold at all.. Ns i really mean not at all even at max Room is ok with positions of furniture questionable There is only one staff at counter for quite a big hotel, so ecpect delay during peak hour. Staffs are kind snd helpful no issue on them If not for location its not worth it they are far better hotel around Location add the +50 points here as the hotel is very very close to kl sentral where monorel, lrt stations Oh yeah one last for the price, the breakfast is ok.. it convenience but not specusl",Negative,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",High,6.58,16.45,"Negative indicators: not cold, old, not worth; positive point(s): ok, close to",Location; Cleanliness; Service; Breakfast/Food,Cleanliness Risk; Breakfast/Food Risk; Facility/Maintenance Risk,Suitable for convenience-focused travellers; Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve breakfast menu, quality or service; Improve room facilities and maintenance"
364,"The place is cheap. However, no parking provided, and the parking fee is so expensive. The location is not good, as it is far from public transportation. Cleanliness is below expectations. The bedroom is very small, and the water heater not functioning well, it is too hot even I put it in neutral. The TV is has no netflix, and the WIFI really bad. The staff also late replier.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,4.7,24.98,"Negative indicators: not functioning, very small, not good; positive point(s): cheap, good",Location; Cleanliness; Service; Facilities; Parking,Cleanliness Risk; Parking Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve parking information or parking availability; Improve room facilities and maintenance"
365,The shampoo have weird scent . And they just add on water instead of liquid.. need to improve .. Aircon need to setup properly if not it's not cold enough,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,5,"Negative indicators: need to improve, not cold",Facilities,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
366,Disappointed,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,0,4,Negative indicators: disappointed,General,No major risk detected,General traveller suitability,No major improvement issue detected
367,"Check in less than 30 minutes i ard check out. Bec the room wall, floor & cabinet all damage by water leaking issue and the smell is very bad. Very bad…. Like staying in a worker hostel….",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,19,"Negative indicators: very bad, leaking, bad",Cleanliness; Service,Cleanliness Risk; Facility/Maintenance Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance; Improve front desk/staff service training"
368,The room was dirty and so was the bathroom. The tiles were very old and was coming off.,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,6,"Negative indicators: dirty, old",Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
369,It was tribble stay Same price you can find better places Cleanness: ZERO Parking: in Agoda I searched free parking then hotel staff told me they don’t have parking TV: not working Receptionist: no instruction how check in and you must contact them then tell you where to check in,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,0,4,Negative indicators: not working,Service; Facilities; Parking,Parking Risk; Facility/Maintenance Risk; Service Risk,General traveller suitability,Improve parking information or parking availability; Improve room facilities and maintenance; Improve front desk/staff service training
370,Facilities was worst. Room also not clean and not well maintaned. Not worth of money,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,3,16,"Negative indicators: not worth, not clean, worst; positive point(s): clean",Cleanliness,No major risk detected,General traveller suitability,No major improvement issue detected
371,Tv cannot use. No wifi. Housekeeping never come and tidy our room. Hair dryer cannot use. When turn on smell something was burn. Light bulb broken not change. Got some funny smell when check in.,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,3,16,"Negative indicators: cannot use, no wifi, broken; positive point(s): tidy",Cleanliness; Service; Facilities,Cleanliness Risk; Facility/Maintenance Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance; Improve front desk/staff service training"
372,"This is a really rundown building, rooms are really old and unkept, old smell. The corridors were really bad, lifts were working well. I won’t recommend.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,3,14.5,"Negative indicators: rundown, unkept, bad; positive point(s): recommend",Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
373,"Overall, everything's ok except for the tv. Always faulty . Should rectify this",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,0.5,5.4,Negative indicators: faulty; positive point(s): ok,Facilities,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
374,Pro: 1) The room booking is cheap for any solo travelers Cons: 1) The facility upkeep is poor 2) Only one lift functions so long wait time 3) Hidden deposit of RM100 (cash only) mentioned only during check in. 4) Not much facilities around the location and bad traffic.,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,2,6.38,"Negative indicators: poor, bad; positive point(s): cheap",Location; Service; Facilities; Accessibility,Noise Risk; Facility/Maintenance Risk; Service Risk,Not suitable for light sleepers,Improve soundproofing / noise control; Improve room facilities and maintenance; Improve front desk/staff service training
375,"This place is definitely haunted. Heard crying noise, footsteps and loud banging on the door that went on for hours. If you ever end up here by any chance, DO NOT OPEN THE DOOR AT NIGHT!!!",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,0,2,Negative indicators: noise,Comfort/Noise,Noise Risk,Not suitable for light sleepers,Improve soundproofing / noise control
376,"The bedsheets and pillow case was smelly. Was informed, room will not be cleaned daily. Only cleaned on checkout. The auto barrier was not working. Had to wait 8 minutes before the assistant cleared the system and the barrier worked. If the above was addressed, I am sure my stay will be better next time.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,9.4,"Negative indicators: smelly, not working",Cleanliness; Comfort/Noise,Cleanliness Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
377,not a god hotel very bad room,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,7.5,"Negative indicators: very bad, bad",General,No major risk detected,General traveller suitability,No major improvement issue detected
378,"Ants in the room, no water provided, no toilet paper provided, stained bedsheets, bidet was faulty, tv was faulty, no hot water, lift was also not working. i honestly cannot in good conscience recommend this hotel to anyone. its honestly the worst hotel i stayed in in my life.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,5,25,"Negative indicators: not working, stained, faulty; positive point(s): recommend, good",Cleanliness; Facilities; Accessibility,Cleanliness Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
379,"The hotel is undergoing heavy renovation, impossible to be in hotel during renovation ie 9-6. The room and floor is dusty. The renovation has been ongoing for some time and looks like going to go on for a while more. No notification when we book. Saw two cockroach in the room. Blanket is super thin and didn’t felt clean.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,3,8,"Negative indicators: cockroach, dusty; positive point(s): clean",Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
380,"Hotel staff was friendly , other then that not highly recommended. Room was old , bed , wall, chairs all seem to be dirty and old. No toiletries. No room slippers.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,6,8,"Negative indicators: dirty, old; positive point(s): recommended, friendly",Cleanliness; Service; Comfort/Noise,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
381,it’s dirty Only tea bag! Not even coffee was offered.,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,0,4,Negative indicators: dirty,Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
382,"The room itself is very comfortable but the surroundings could be better. It’s situated in a mall which is quite rundown, yet the parking rate is unexpectedly expensive. Overnight parking fee for 5pm to 8am is RM33 despite the notice say first 8 hours RM12 and subsequent hour RM1 for weekends. It should be RM19 instead. So, be careful for those who drives and want to park your car.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,3,5.4,Negative indicators: rundown; positive point(s): comfortable,Location; Comfort/Noise; Parking,Parking Risk,General traveller suitability,Improve parking information or parking availability
383,"The staff were very bad and not customer-friendly. • The room floor was dirty, with many black spots. • The shampoo provided looked old; I’m not sure if it was expired. • The TV remote was already broken. • There was no water heater to make hot coffee. • Many pieces of furniture were damaged, and the wardrobe door was loose.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,2,21.5,"Negative indicators: very bad, damaged, broken; positive point(s): friendly",Cleanliness; Service; Facilities,Cleanliness Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
384,"The room was quite small compared to photos. Got bad smell and there was damp in the wall. The tv is the worst, hard to get it turned off, which created disturbance while sleeping because of light",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,11.5,"Negative indicators: bad smell, worst, bad",Cleanliness; Facilities,Cleanliness Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
385,no staff and the ambiance is not good,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,2,9,"Negative indicators: no staff, not good; positive point(s): good",Service,No major risk detected,General traveller suitability,No major improvement issue detected
386,"This has to be one of the most disgusting place I've seen. Mold in wall, pillows that smell horrendous, sink that's clogged. Truly unhabitable for any person western. Never again will I book this place.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,0,4,Negative indicators: mold,Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
387,"The worst hotel i stay in Kuala Lumpur Petaling Jaya worst ever and ever... Broken chairs, Wall with unclean dust, Broken Table lamp, Broken Toilet Mirror Lamp, Unclean Chair really can't even sit, Broken Wall, Unclean and Broken Tiles, Unclean Coffee Glass and Unclean dirty Cupboard and the fridge sit are very uncomfortable dirty... Broken tv remote.... AGODA CUSTOMER SERVICE PLEASE TAKE NOTE... REALLY unprofessional Hotel in Malaysia 🤮",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,62,"Negative indicators: unclean, broken, worst",Cleanliness; Service; Facilities,Cleanliness Risk; Facility/Maintenance Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance; Improve front desk/staff service training"
388,"The building condition of this hotel property is terribly bad and poorly maintained. There is a smell of cockroaches along the corridor, it is dark and humid. In the room, the bed sheet is dirty as well. Overall, stronly discourage/not recommend you to stay.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,3,10.5,"Negative indicators: not recommend, dirty, bad; positive point(s): recommend",Cleanliness; Comfort/Noise,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
389,"Horrible hotel, so deserted everything no good and is so old everything breaking down,TV not working, is not a shopping center but only a few provision shop. You cannot get what you want. Check in staff are rude. The whole place looks abandoned, haunted and don't feel safe. Highly not recommended.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,7.4,25.85,"Negative indicators: not working, horrible, old; positive point(s): good, recommended",Service; Facilities,Facility/Maintenance Risk; Service Risk,General traveller suitability,Improve room facilities and maintenance; Improve front desk/staff service training
390,Not recommended for female who plan to stay alone. Corridors are dark feel so unsafe. Others still acceptable. Pay what you get,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,4.5,7,"Negative indicators: not recommended; positive point(s): recommended, acceptable",General,No major risk detected,General traveller suitability,No major improvement issue detected
